evidence_id,user_id,competency_id,assessment_id,assessment_type,evidence_type,score,estimated_level,confidence,date,coverage,item_count,rubric_version,reviewed,state_update_applied,payload_hash,source_id,provenance,source_type,created_at,updated_at
EVD-SEED-003-010,USR-003,COMP-010,ASS-SEED-003,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-003-009,USR-003,COMP-009,ASS-SEED-003,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-003-003,USR-003,COMP-003,ASS-SEED-003,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-003-011,USR-003,COMP-011,ASS-SEED-003,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-004-012,USR-004,COMP-012,ASS-SEED-004,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-004-009,USR-004,COMP-009,ASS-SEED-004,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-004-003,USR-004,COMP-003,ASS-SEED-004,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-004-016,USR-004,COMP-016,ASS-SEED-004,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-004-017,USR-004,COMP-017,ASS-SEED-004,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-004-018,USR-004,COMP-018,ASS-SEED-004,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-004-014,USR-004,COMP-014,ASS-SEED-004,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-011,USR-005,COMP-011,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-013,USR-005,COMP-013,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-014,USR-005,COMP-014,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-015,USR-005,COMP-015,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-005,USR-005,COMP-005,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-016,USR-005,COMP-016,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-017,USR-005,COMP-017,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-018,USR-005,COMP-018,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-009,USR-005,COMP-009,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-005-003,USR-005,COMP-003,ASS-SEED-005,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-006-001,USR-006,COMP-SAMPLING,ASS-SEED-006,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-006-009,USR-006,COMP-009,ASS-SEED-006,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-001,USR-007,COMP-SAMPLING,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-002,USR-007,COMP-002,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-003,USR-007,COMP-003,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-004,USR-007,COMP-004,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-005,USR-007,COMP-005,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-006,USR-007,COMP-006,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-007,USR-007,COMP-007,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-016,USR-007,COMP-016,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-017,USR-007,COMP-017,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-018,USR-007,COMP-018,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-009,USR-007,COMP-009,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-007-014,USR-007,COMP-014,ASS-SEED-007,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-011,USR-008,COMP-011,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-013,USR-008,COMP-013,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-014,USR-008,COMP-014,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-015,USR-008,COMP-015,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-005,USR-008,COMP-005,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-016,USR-008,COMP-016,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-017,USR-008,COMP-017,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-018,USR-008,COMP-018,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-009,USR-008,COMP-009,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-008-003,USR-008,COMP-003,ASS-SEED-008,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-009-001,USR-009,COMP-SAMPLING,ASS-SEED-009,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-009-002,USR-009,COMP-002,ASS-SEED-009,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-009-003,USR-009,COMP-003,ASS-SEED-009,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-009-004,USR-009,COMP-004,ASS-SEED-009,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-009-005,USR-009,COMP-005,ASS-SEED-009,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-009-016,USR-009,COMP-016,ASS-SEED-009,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-009-017,USR-009,COMP-017,ASS-SEED-009,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-011,USR-010,COMP-011,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-013,USR-010,COMP-013,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-014,USR-010,COMP-014,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-015,USR-010,COMP-015,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,5,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-005,USR-010,COMP-005,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-016,USR-010,COMP-016,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-017,USR-010,COMP-017,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-018,USR-010,COMP-018,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-009,USR-010,COMP-009,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-010-003,USR-010,COMP-003,ASS-SEED-010,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.9,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v1,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
EVD-SEED-011-001,USR-011,COMP-003,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-002,USR-011,COMP-005,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-003,USR-011,COMP-009,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-004,USR-011,COMP-014,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-005,USR-011,COMP-016,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-006,USR-011,COMP-017,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
