user_id,competency_id,current_level,level_status,confidence,assessed_at,source,source_id,provenance,source_type,created_at,updated_at
USR-007,COMP-017,3,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-007,COMP-018,2,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-007,COMP-009,3,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-007,COMP-014,2,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-011,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-013,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-014,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-015,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-005,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-016,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-017,3,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-018,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-009,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-008,COMP-003,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-SAMPLING,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-002,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-003,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-004,4,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-005,4,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-006,,UNKNOWN,,,WITHHELD,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-007,,UNKNOWN,,,WITHHELD,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-016,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-009,COMP-017,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-011,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-013,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-014,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-015,5,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-005,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-016,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-017,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-018,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-009,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-010,COMP-003,4,KNOWN,0.9,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
USR-011,COMP-003,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-005,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-009,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-014,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-016,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-017,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-018,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-019,2,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-022,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-023,2,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-011,COMP-024,3,KNOWN,0.86,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-003,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-004,2,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-005,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-009,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-014,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-016,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-017,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-018,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-020,2,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-022,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-023,2,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-028,2,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-012,COMP-SAMPLING,3,KNOWN,0.8,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-003,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-009,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-013,2,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-014,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-015,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-016,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-017,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-018,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-021,2,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-022,3,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-024,2,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-013,COMP-028,2,KNOWN,0.82,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-014,COMP-003,3,KNOWN,0.84,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-014,COMP-009,3,KNOWN,0.84,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-014,COMP-013,3,KNOWN,0.84,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-014,COMP-014,3,KNOWN,0.84,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-014,COMP-015,3,KNOWN,0.84,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-014,COMP-016,3,KNOWN,0.84,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-014,COMP-017,3,KNOWN,0.84,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
USR-014,COMP-018,3,KNOWN,0.84,2026-09-01T09:00:00Z,SIMULATED_MANAGER_VALIDATION,SRC-MOCK,SYNTHETIC,SYNTHETIC,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
